B2B Sales Region,Company Name,Fiscal Period,Created Date,Close Date,Age,Stage(SFDC),Probability (%),Forecast Category,Marketing Name,Product Description,Quantity,Total Price (Local),Total Price (converted USD),Product Number,Product Line,Life Cycle Status,Last Modified Date,Deal ID,Product Group Name,Company Segmentation,Company Designation,Account Category,Account Record Type,Account Type,FY,FQ
EAD,LocalBiz027 Solutions,2026-Q2,2023-04-05,2026-08-10,282,Closed Won,1,Closed,Zone Wireless Plus,Zone Wireless Plus - Business Edition,28,30749.41,30749.41,960-100006,Line-06,Active,2025-02-06,006592456318QAN,VC Headsets Group,Enterprise,,Territory,End Customer,Local Customer,2026,Q2
GCN,LocalBiz098 Solutions,2025-Q4,2023-08-03,2025-07-11,112,Closed Won,1,Closed,MX Keys for Business,MX Keys for Business - Business Edition,192,338507.96,338507.96,960-100004,Line-04,Active,2025-07-17,006923544896QAN,Pointing Devices Group,SMB,,Named,End Customer,Local Customer,2025,Q4
GCN,LocalBiz066 Solutions,2026-Q3,2023-02-19,2026-08-02,399,Pipeline,24,Upside,Combo Touch,Combo Touch - Business Edition,22,48152.89,48152.89,960-100008,Line-08,Active,2025-07-13,006165113119QAN,Gaming PC Group,Enterprise,Territory,Named,End Customer,Local Customer,2026,Q3
GEM,LocalBiz011 Solutions,2027-Q1,2023-02-16,2027-09-12,295,Closed Won,1,Closed,MX Master 3S,MX Master 3S - Business Edition,188,209834.54,209834.54,960-100005,Line-05,Active,2025-09-08,006943614092QAN,VC Services Group,SMB,Territory,Named,End Customer,Local Customer,2027,Q1
GCN,LocalBiz052 Solutions,2025-Q4,2023-09-13,2025-09-26,160,Closed Won,1,Closed,MX Master 3S,MX Master 3S - Business Edition,132,384409.64,384409.64,960-100005,Line-05,Active,2025-06-24,006895730139QAN,VC Services Group,Enterprise,Named,Named,End Customer,Local Customer,2025,Q4
NAM,LocalBiz065 Solutions,2025-Q4,2023-03-10,2026-06-08,387,Commit,68,Pipeline,Zone Wireless Plus,Zone Wireless Plus - Business Edition,72,82436.41,82436.41,960-100006,Line-06,Active,2025-05-20,006842018392QAN,VC Headsets Group,Enterprise,,Named,End Customer,Local Customer,2025,Q4
GCN,LocalBiz012 Solutions,2025-Q3,2023-01-22,2025-06-04,385,Commit,24,Pipeline,Slim Folio Pro,Slim Folio Pro - Business Edition,114,23696.91,23696.91,960-100009,Line-09,Active,2025-10-08,006833321201QAN,Headsets Group,Enterprise,Territory,Named,End Customer,Local Customer,2025,Q3
GCN,LocalBiz080 Solutions,2026-Q2,2023-07-02,2026-10-15,246,Closed Won,1,Closed,Zone Wireless Plus,Zone Wireless Plus - Business Edition,156,357816.91,357816.91,960-100006,Line-06,Active,2025-01-07,006895308044QAN,VC Headsets Group,Enterprise,Territory,Territory,End Customer,Local Customer,2026,Q2
GCN,LocalBiz085 Solutions,2024-Q4,2023-09-20,2024-05-21,202,Closed Won,1,Closed,Zone Wireless Plus,Zone Wireless Plus - Business Edition,81,126053.27,126053.27,960-100006,Line-06,Active,2025-05-23,006642550399QAN,VC Headsets Group,Enterprise,Territory,Territory,End Customer,Local Customer,2024,Q4
EAD,LocalBiz001 Solutions,2025-Q2,2023-12-01,2025-01-12,237,Upside,87,Pipeline,Tap Controller,Tap Controller - Business Edition,75,103099.83,103099.83,960-100002,Line-02,Active,2025-08-27,006845159869QAN,Webcams Group,Enterprise,Named,Territory,End Customer,Local Customer,2025,Q2
GCN,LocalBiz036 Solutions,2025-Q1,2023-06-22,2025-01-01,102,Pipeline,46,Pipeline,Slim Folio Pro,Slim Folio Pro - Business Edition,85,213642.79,213642.79,960-100009,Line-09,Active,2025-06-08,006208422376QAN,Headsets Group,Enterprise,Territory,Named,End Customer,Local Customer,2025,Q1
GEM,LocalBiz070 Solutions,2026-Q2,2023-01-06,2026-03-02,147,Closed Won,1,Closed,Rugged Combo 4,Rugged Combo 4 - Business Edition,83,160142.64,160142.64,960-100007,Line-07,Active,2025-12-02,006613746469QAN,Tablet Keyboards Group,Enterprise,,Named,End Customer,Local Customer,2026,Q2
EAD,LocalBiz008 Solutions,2026-Q4,2023-04-23,2027-10-13,188,Upside,67,Upside,BRIO 4K Webcam,BRIO 4K Webcam - Business Edition,58,125416.15,125416.15,960-100003,Line-03,Active,2025-08-27,006527496219QAN,Tablet Keyboards Education Group,Enterprise,Territory,Named,End Customer,Local Customer,2026,Q4
GCN,LocalBiz013 Solutions,2027-Q2,2023-08-12,2027-02-04,287,Closed Won,1,Closed,MX Master 3S,MX Master 3S - Business Edition,155,49981.85,49981.85,960-100005,Line-05,Active,2025-09-02,006913438530QAN,VC Services Group,SMB,Named,Territory,End Customer,Local Customer,2027,Q2
GEM,GlobalCorp024 Industries,2025-Q4,2023-10-27,2026-04-08,113,Pipeline,24,Upside,Slim Folio Pro,Slim Folio Pro - Business Edition,67,61511.82,61511.82,960-100009,Line-09,Active,2025-05-12,006792337945QAN,Headsets Group,Global,Strategic,Named,End Customer,Global Strategic Customer,2025,Q4
EAD,LocalBiz005 Solutions,2024-Q4,2023-02-03,2024-04-23,378,Commit,30,Pipeline,Zone Wireless Plus,Zone Wireless Plus - Business Edition,112,95347.6,95347.6,960-100006,Line-06,LTS,2025-04-22,006844502740QAN,VC Headsets Group,Enterprise,,Territory,End Customer,Local Customer,2024,Q4
NAM,LocalBiz096 Solutions,2026-Q4,2023-05-06,2026-04-15,113,Closed Won,1,Closed,Combo Touch,Combo Touch - Business Edition,21,37204.33,37204.33,960-100008,Line-08,Active,2025-12-15,006165184214QAN,Gaming PC Group,Enterprise,Territory,Territory,End Customer,Local Customer,2026,Q4
EAD,LocalBiz062 Solutions,2027-Q2,2023-08-23,2028-07-03,203,Commit,70,Pipeline,Rugged Combo 4,Rugged Combo 4 - Business Edition,138,139938.12,139938.12,960-100007,Line-07,Active,2025-05-23,006579066660QAN,Tablet Keyboards Group,SMB,Named,Territory,End Customer,Local Customer,2027,Q2
GEM,LocalBiz030 Solutions,2025-Q3,2023-12-12,2025-02-01,332,Closed Won,1,Closed,Rugged Combo 4,Rugged Combo 4 - Business Edition,188,351557.16,351557.16,960-100007,Line-07,LTS,2025-11-08,006299104446QAN,Tablet Keyboards Group,Enterprise,Territory,Territory,End Customer,Local Customer,2025,Q3
GEM,LocalBiz032 Solutions,2027-Q2,2023-04-25,2027-07-26,76,Need Assessment,10,Upside,MX Keys for Business,MX Keys for Business - Business Edition,184,197833.2,197833.2,960-100004,Line-04,Active,2025-05-15,006419703424QAN,Pointing Devices Group,Enterprise,Territory,Named,End Customer,Local Customer,2027,Q2
GCN,LocalBiz092 Solutions,2025-Q4,2023-01-17,2025-01-22,90,Commit,22,Pipeline,MX Master 3S,MX Master 3S - Business Edition,99,107406.72,107406.72,960-100005,Line-05,Active,2025-06-03,006884571917QAN,VC Services Group,Enterprise,Territory,Named,End Customer,Local Customer,2025,Q4
EAD,LocalBiz043 Solutions,2025-Q4,2023-06-26,2025-01-21,305,Pipeline,32,Pipeline,Rugged Combo 4,Rugged Combo 4 - Business Edition,163,16207.27,16207.27,960-100007,Line-07,Active,2025-05-26,006777522963QAN,Tablet Keyboards Group,Enterprise,,Territory,End Customer,Local Customer,2025,Q4
GEM,LocalBiz041 Solutions,2024-Q4,2023-03-11,2024-09-14,239,Closed Won,1,Closed,Zone Wireless Plus,Zone Wireless Plus - Business Edition,128,96700.23,96700.23,960-100006,Line-06,Active,2025-01-03,006549537938QAN,VC Headsets Group,Enterprise,Territory,Territory,End Customer,Local Customer,2024,Q4
GCN,LocalBiz071 Solutions,2027-Q2,2023-06-26,2027-01-07,128,Commit,23,Pipeline,MeetUp,MeetUp - Business Edition,65,88409.1,88409.1,960-100001,Line-01,Active,2025-04-08,006773505466QAN,PC Keyboards & Combos Group,Enterprise,Territory,Territory,End Customer,Local Customer,2027,Q2
GCN,LocalBiz063 Solutions,2025-Q2,2023-08-15,2025-12-13,171,Closed Won,1,Closed,MeetUp,MeetUp - Business Edition,31,10304.42,10304.42,960-100001,Line-01,Active,2025-07-13,006471508161QAN,PC Keyboards & Combos Group,SMB,Territory,Territory,End Customer,Local Customer,2025,Q2
EAD,LocalBiz042 Solutions,2026-Q1,2023-07-02,2026-03-10,171,Pipeline,54,Upside,MX Master 3S,MX Master 3S - Business Edition,146,25842.67,25842.67,960-100005,Line-05,Active,2025-06-24,006506587001QAN,VC Services Group,SMB,,Named,End Customer,Local Customer,2026,Q1
EAD,LocalBiz081 Solutions,2026-Q1,2023-10-20,2026-10-18,6,Closed Won,1,Closed,Rugged Combo 4,Rugged Combo 4 - Business Edition,122,191122.95,191122.95,960-100007,Line-07,Active,2025-11-03,006437103977QAN,Tablet Keyboards Group,SMB,Named,Named,End Customer,Local Customer,2026,Q1
EAD,LocalBiz014 Solutions,2025-Q2,2023-04-22,2025-03-05,368,Closed Won,1,Closed,MX Master 3S,MX Master 3S - Business Edition,198,267239.0,267239.0,960-100005,Line-05,Active,2025-11-10,006210679554QAN,VC Services Group,Enterprise,,Named,End Customer,Local Customer,2025,Q2
EAD,LocalBiz031 Solutions,2024-Q3,2023-05-15,2024-11-09,372,Closed Won,1,Closed,Combo Touch,Combo Touch - Business Edition,23,5607.21,5607.21,960-100008,Line-08,Active,2025-09-02,006834166252QAN,Gaming PC Group,SMB,,Territory,End Customer,Local Customer,2024,Q3
GCN,LocalBiz083 Solutions,2026-Q4,2023-02-10,2026-10-23,99,Commit,84,Upside,Combo Touch,Combo Touch - Business Edition,25,50051.75,50051.75,960-100008,Line-08,Active,2025-06-13,006334515334QAN,Gaming PC Group,Enterprise,Named,Named,End Customer,Local Customer,2026,Q4
GEM,LocalBiz052 Solutions,2024-Q4,2023-10-16,2025-02-22,262,Upside,66,Upside,Rally Bar,Rally Bar - Business Edition,18,46457.42,46457.42,960-100000,Line-00,Active,2025-10-12,006590110651QAN,Video Collaboration Group,SMB,Territory,Named,End Customer,Local Customer,2024,Q4
GEM,GlobalCorp004 Industries,2026-Q1,2023-08-12,2026-10-27,141,Closed Won,1,Closed,Rugged Combo 4,Rugged Combo 4 - Business Edition,7,3075.08,3075.08,960-100007,Line-07,Active,2025-01-17,006140322851QAN,Tablet Keyboards Group,Global,Strategic,Named,End Customer,Global Strategic Customer,2026,Q1
NAM,GlobalCorp008 Industries,2025-Q3,2023-10-07,2025-04-22,180,Closed Won,1,Closed,MX Keys for Business,MX Keys for Business - Business Edition,158,138289.6,138289.6,960-100004,Line-04,Active,2025-05-03,006720933347QAN,Pointing Devices Group,Global,Strategic,Named,End Customer,Global Strategic Customer,2025,Q3
NAM,LocalBiz017 Solutions,2026-Q4,2023-04-02,2026-05-27,224,Closed Won,1,Closed,Zone Wireless Plus,Zone Wireless Plus - Business Edition,29,14218.29,14218.29,960-100006,Line-06,Active,2025-05-22,006248918115QAN,VC Headsets Group,SMB,,Territory,End Customer,Local Customer,2026,Q4
GCN,LocalBiz016 Solutions,2024-Q4,2023-09-07,2024-06-04,38,Closed Won,1,Closed,MX Master 3S,MX Master 3S - Business Edition,180,484611.36,484611.36,960-100005,Line-05,Active,2025-09-20,006843425032QAN,VC Services Group,Enterprise,,Territory,End Customer,Local Customer,2024,Q4
EAD,GlobalCorp004 Industries,2024-Q4,2023-12-02,2024-04-23,77,Closed Won,1,Closed,MX Keys for Business,MX Keys for Business - Business Edition,22,44665.48,44665.48,960-100004,Line-04,Obsolete,2025-10-07,006603714371QAN,Pointing Devices Group,Global,Strategic,Named,End Customer,Global Strategic Customer,2024,Q4
NAM,LocalBiz077 Solutions,2025-Q1,2023-02-24,2025-03-21,273,Closed Won,1,Closed,MeetUp,MeetUp - Business Edition,187,236183.23,236183.23,960-100001,Line-01,Active,2025-07-21,006871474334QAN,PC Keyboards & Combos Group,SMB,,Named,End Customer,Local Customer,2025,Q1
EAD,LocalBiz059 Solutions,2026-Q1,2023-11-01,2026-07-26,47,Closed Won,1,Closed,MeetUp,MeetUp - Business Edition,140,23577.35,23577.35,960-100001,Line-01,Active,2025-10-07,006112998017QAN,PC Keyboards & Combos Group,Enterprise,,Territory,End Customer,Local Customer,2026,Q1
EAD,GlobalCorp024 Industries,2025-Q2,2023-03-12,2025-10-11,195,Closed Won,1,Closed,Rugged Combo 4,Rugged Combo 4 - Business Edition,50,101891.24,101891.24,960-100007,Line-07,Active,2025-01-22,006543026369QAN,Tablet Keyboards Group,Global,Strategic,Named,End Customer,Global Strategic Customer,2025,Q2
GCN,GlobalCorp016 Industries,2024-Q4,2023-10-08,2024-04-06,225,Closed Won,1,Closed,Combo Touch,Combo Touch - Business Edition,96,68880.35,68880.35,960-100008,Line-08,Active,2025-09-22,006104639022QAN,Gaming PC Group,Global,Strategic,Named,End Customer,Global Strategic Customer,2024,Q4
NAM,LocalBiz089 Solutions,2025-Q4,2023-09-02,2025-02-11,12,Closed Won,1,Closed,Combo Touch,Combo Touch - Business Edition,80,84551.2,84551.2,960-100008,Line-08,Active,2025-12-26,006158765512QAN,Gaming PC Group,SMB,Named,Territory,End Customer,Local Customer,2025,Q4
NAM,LocalBiz067 Solutions,2025-Q2,2023-11-02,2025-02-01,159,Closed Won,1,Closed,Tap Controller,Tap Controller - Business Edition,124,271132.31,271132.31,960-100002,Line-02,Active,2025-02-15,006702946059QAN,Webcams Group,Enterprise,Territory,Named,End Customer,Local Customer,2025,Q2
NAM,GlobalCorp028 Industries,2025-Q2,2023-08-14,2025-08-21,162,Closed Won,1,Closed,Slim Folio Pro,Slim Folio Pro - Business Edition,110,34665.04,34665.04,960-100009,Line-09,EOM,2025-12-22,006715389175QAN,Headsets Group,Global,Strategic,Territory,End Customer,Global Strategic Customer,2025,Q2
GEM,LocalBiz007 Solutions,2025-Q2,2023-07-13,2026-01-13,123,Pipeline,25,Upside,BRIO 4K Webcam,BRIO 4K Webcam - Business Edition,148,420390.7,420390.7,960-100003,Line-03,EOM,2025-05-08,006648787954QAN,Tablet Keyboards Education Group,Enterprise,Territory,Territory,End Customer,Local Customer,2025,Q2
GCN,LocalBiz074 Solutions,2025-Q4,2023-01-09,2025-07-14,310,Pipeline,53,Commit,Zone Wireless Plus,Zone Wireless Plus - Business Edition,46,20562.0,20562.0,960-100006,Line-06,Active,2025-11-20,006722353238QAN,VC Headsets Group,Enterprise,Territory,Territory,End Customer,Local Customer,2025,Q4
GEM,LocalBiz099 Solutions,2027-Q1,2023-08-13,2027-03-17,251,Closed Won,1,Closed,Tap Controller,Tap Controller - Business Edition,110,9685.23,9685.23,960-100002,Line-02,Active,2025-05-09,006328114204QAN,Webcams Group,Enterprise,Territory,Territory,End Customer,Local Customer,2027,Q1
GCN,LocalBiz098 Solutions,2025-Q4,2023-12-23,2025-12-27,96,Pipeline,84,Upside,Combo Touch,Combo Touch - Business Edition,72,23770.62,23770.62,960-100008,Line-08,Obsolete,2025-08-11,006236888220QAN,Gaming PC Group,Enterprise,,Territory,End Customer,Local Customer,2025,Q4
NAM,LocalBiz061 Solutions,2025-Q2,2023-04-06,2025-01-26,8,Closed Won,1,Closed,MX Keys for Business,MX Keys for Business - Business Edition,111,109778.68,109778.68,960-100004,Line-04,Active,2025-03-01,006668637570QAN,Pointing Devices Group,SMB,,Territory,End Customer,Local Customer,2025,Q2
GEM,LocalBiz006 Solutions,2027-Q2,2023-06-27,2027-04-09,173,Pipeline,52,Pipeline,Zone Wireless Plus,Zone Wireless Plus - Business Edition,4,5226.06,5226.06,960-100006,Line-06,Active,2025-09-22,006347088603QAN,VC Headsets Group,Enterprise,,Territory,End Customer,Local Customer,2027,Q2
GEM,LocalBiz082 Solutions,2025-Q4,2023-10-23,2025-08-20,299,Closed Won,1,Closed,Rugged Combo 4,Rugged Combo 4 - Business Edition,42,66969.53,66969.53,960-100007,Line-07,Active,2025-09-20,006752409271QAN,Tablet Keyboards Group,Enterprise,Named,Named,End Customer,Local Customer,2025,Q4
NAM,LocalBiz083 Solutions,2027-Q2,2023-02-11,2027-07-14,275,Closed Won,1,Closed,Slim Folio Pro,Slim Folio Pro - Business Edition,42,103706.36,103706.36,960-100009,Line-09,Active,2025-04-06,006756913776QAN,Headsets Group,Enterprise,,Territory,End Customer,Local Customer,2027,Q2
EAD,LocalBiz063 Solutions,2026-Q2,2023-04-25,2026-04-22,396,Closed Won,1,Closed,Rugged Combo 4,Rugged Combo 4 - Business Edition,7,13585.94,13585.94,960-100007,Line-07,Active,2025-12-11,006922816306QAN,Tablet Keyboards Group,Enterprise,,Named,End Customer,Local Customer,2026,Q2
GCN,LocalBiz008 Solutions,2026-Q2,2023-11-17,2026-09-22,7,Upside,20,Commit,MX Master 3S,MX Master 3S - Business Edition,185,536743.31,536743.31,960-100005,Line-05,Active,2025-07-18,006463109915QAN,VC Services Group,SMB,Named,Named,End Customer,Local Customer,2026,Q2
NAM,LocalBiz082 Solutions,2026-Q3,2023-12-17,2026-03-01,208,Closed Won,1,Closed,BRIO 4K Webcam,BRIO 4K Webcam - Business Edition,14,7387.42,7387.42,960-100003,Line-03,Active,2025-04-13,006594549070QAN,Tablet Keyboards Education Group,Enterprise,Territory,Territory,End Customer,Local Customer,2026,Q3
EAD,LocalBiz091 Solutions,2025-Q4,2023-10-07,2025-05-22,278,Closed Won,1,Closed,BRIO 4K Webcam,BRIO 4K Webcam - Business Edition,166,231301.12,231301.12,960-100003,Line-03,Active,2025-01-09,006875319881QAN,Tablet Keyboards Education Group,Enterprise,,Territory,End Customer,Local Customer,2025,Q4
GCN,LocalBiz028 Solutions,2024-Q4,2023-01-04,2024-04-01,218,Closed Won,1,Closed,Rally Bar,Rally Bar - Business Edition,181,369798.0,369798.0,960-100000,Line-00,Active,2025-07-18,006623612616QAN,Video Collaboration Group,Enterprise,Named,Named,End Customer,Local Customer,2024,Q4
EAD,LocalBiz006 Solutions,2026-Q2,2023-03-15,2027-04-27,251,Commit,68,Upside,Combo Touch,Combo Touch - Business Edition,146,81417.45,81417.45,960-100008,Line-08,Active,2025-01-07,006914190895QAN,Gaming PC Group,SMB,Named,Territory,End Customer,Local Customer,2026,Q2
GCN,LocalBiz061 Solutions,2026-Q3,2023-02-26,2027-06-11,181,Commit,80,Pipeline,MeetUp,MeetUp - Business Edition,108,297170.13,297170.13,960-100001,Line-01,Active,2025-10-26,006425063769QAN,PC Keyboards & Combos Group,SMB,,Named,End Customer,Local Customer,2026,Q3
EAD,GlobalCorp006 Industries,2025-Q4,2023-09-10,2026-06-19,33,Pipeline,83,Pipeline,MX Keys for Business,MX Keys for Business - Business Edition,146,257383.9,257383.9,960-100004,Line-04,Active,2025-11-07,006632038901QAN,Pointing Devices Group,Global,Strategic,Named,End Customer,Global Strategic Customer,2025,Q4
GCN,LocalBiz047 Solutions,2024-Q3,2023-06-18,2024-05-15,259,Closed Won,1,Closed,MeetUp,MeetUp - Business Edition,180,21802.51,21802.51,960-100001,Line-01,Active,2025-02-12,006109142693QAN,PC Keyboards & Combos Group,Enterprise,Named,Named,End Customer,Local Customer,2024,Q3
GCN,LocalBiz029 Solutions,2026-Q4,2023-06-02,2026-11-18,172,Closed Won,1,Closed,BRIO 4K Webcam,BRIO 4K Webcam - Business Edition,113,173507.39,173507.39,960-100003,Line-03,EOM,2025-10-25,006939178742QAN,Tablet Keyboards Education Group,Enterprise,,Named,End Customer,Local Customer,2026,Q4
NAM,LocalBiz056 Solutions,2026-Q1,2023-05-23,2027-03-23,197,Pipeline,51,Pipeline,Rally Bar,Rally Bar - Business Edition,9,1008.11,1008.11,960-100000,Line-00,Active,2025-10-27,006815206438QAN,Video Collaboration Group,Enterprise,,Territory,End Customer,Local Customer,2026,Q1
GEM,GlobalCorp015 Industries,2026-Q1,2023-06-12,2026-03-19,111,Closed Won,1,Closed,Slim Folio Pro,Slim Folio Pro - Business Edition,92,70865.46,70865.46,960-100009,Line-09,LTS,2025-03-03,006670303367QAN,Headsets Group,Global,Strategic,Territory,End Customer,Global Strategic Customer,2026,Q1
GEM,LocalBiz090 Solutions,2025-Q2,2023-09-14,2025-03-13,333,Closed Won,1,Closed,Rugged Combo 4,Rugged Combo 4 - Business Edition,87,137923.34,137923.34,960-100007,Line-07,Active,2025-07-15,006219448390QAN,Tablet Keyboards Group,SMB,,Territory,End Customer,Local Customer,2025,Q2
EAD,LocalBiz069 Solutions,2026-Q2,2023-09-18,2026-12-01,12,Closed Won,1,Closed,Slim Folio Pro,Slim Folio Pro - Business Edition,110,152913.34,152913.34,960-100009,Line-09,Obsolete,2025-12-26,006129025773QAN,Headsets Group,Enterprise,Territory,Territory,End Customer,Local Customer,2026,Q2
GEM,LocalBiz049 Solutions,2026-Q1,2023-12-18,2026-05-11,315,Need Assessment,69,Upside,Combo Touch,Combo Touch - Business Edition,18,50179.55,50179.55,960-100008,Line-08,Active,2025-03-24,006790582682QAN,Gaming PC Group,Enterprise,Named,Territory,End Customer,Local Customer,2026,Q1
GCN,LocalBiz082 Solutions,2025-Q2,2023-08-16,2025-02-16,94,Closed Won,1,Closed,Tap Controller,Tap Controller - Business Edition,154,279989.12,279989.12,960-100002,Line-02,Active,2025-05-25,006318935443QAN,Webcams Group,Enterprise,Named,Territory,End Customer,Local Customer,2025,Q2
GEM,LocalBiz053 Solutions,2024-Q4,2023-03-03,2024-02-15,309,Closed Won,1,Closed,MeetUp,MeetUp - Business Edition,111,120137.15,120137.15,960-100001,Line-01,Active,2025-06-13,006741378536QAN,PC Keyboards & Combos Group,Enterprise,Territory,Named,End Customer,Local Customer,2024,Q4
GCN,LocalBiz022 Solutions,2025-Q4,2023-12-27,2025-06-19,289,Closed Won,1,Closed,MeetUp,MeetUp - Business Edition,76,167661.13,167661.13,960-100001,Line-01,Active,2025-11-20,006600033788QAN,PC Keyboards & Combos Group,Enterprise,,Territory,End Customer,Local Customer,2025,Q4
GCN,LocalBiz020 Solutions,2025-Q1,2023-06-22,2025-03-08,16,Closed Won,1,Closed,MX Master 3S,MX Master 3S - Business Edition,77,144367.33,144367.33,960-100005,Line-05,Active,2025-03-13,006671272749QAN,VC Services Group,Enterprise,Territory,Territory,End Customer,Local Customer,2025,Q1
GEM,LocalBiz079 Solutions,2025-Q4,2023-07-11,2026-05-25,363,Commit,32,Commit,Combo Touch,Combo Touch - Business Edition,65,71201.82,71201.82,960-100008,Line-08,EOM,2025-02-23,006793456096QAN,Gaming PC Group,Enterprise,,Named,End Customer,Local Customer,2025,Q4
NAM,LocalBiz028 Solutions,2027-Q1,2023-07-18,2027-02-24,340,Closed Won,1,Closed,Tap Controller,Tap Controller - Business Edition,47,5843.85,5843.85,960-100002,Line-02,Active,2025-11-09,006389441900QAN,Webcams Group,Enterprise,,Named,End Customer,Local Customer,2027,Q1
GCN,LocalBiz002 Solutions,2026-Q2,2023-01-09,2026-01-23,25,Pipeline,67,Commit,BRIO 4K Webcam,BRIO 4K Webcam - Business Edition,101,276768.36,276768.36,960-100003,Line-03,Active,2025-11-25,006492168325QAN,Tablet Keyboards Education Group,Enterprise,Territory,Named,End Customer,Local Customer,2026,Q2
GCN,LocalBiz046 Solutions,2026-Q2,2023-01-20,2026-05-03,381,Closed Won,1,Closed,Rally Bar,Rally Bar - Business Edition,152,21469.41,21469.41,960-100000,Line-00,Active,2025-03-01,006943077603QAN,Video Collaboration Group,SMB,Territory,Named,End Customer,Local Customer,2026,Q2
GEM,LocalBiz016 Solutions,2027-Q1,2023-09-01,2027-02-19,42,Closed Won,1,Closed,Zone Wireless Plus,Zone Wireless Plus - Business Edition,25,56552.17,56552.17,960-100006,Line-06,Active,2025-02-16,006953171947QAN,VC Headsets Group,Enterprise,Territory,Territory,End Customer,Local Customer,2027,Q1
GCN,LocalBiz026 Solutions,2026-Q3,2023-11-07,2026-06-21,287,Closed Won,1,Closed,Slim Folio Pro,Slim Folio Pro - Business Edition,70,130584.39,130584.39,960-100009,Line-09,Active,2025-09-20,006439206417QAN,Headsets Group,SMB,Territory,Territory,End Customer,Local Customer,2026,Q3
GCN,LocalBiz059 Solutions,2026-Q3,2023-03-25,2027-08-09,308,Pipeline,78,Upside,Combo Touch,Combo Touch - Business Edition,154,431449.66,431449.66,960-100008,Line-08,Active,2025-02-15,006869085185QAN,Gaming PC Group,SMB,Named,Named,End Customer,Local Customer,2026,Q3
EAD,GlobalCorp013 Industries,2025-Q2,2023-05-11,2026-09-08,99,Need Assessment,51,Pipeline,Tap Controller,Tap Controller - Business Edition,191,139752.51,139752.51,960-100002,Line-02,Active,2025-12-05,006794607355QAN,Webcams Group,Global,Strategic,Territory,End Customer,Global Strategic Customer,2025,Q2
GEM,LocalBiz044 Solutions,2024-Q4,2023-10-19,2025-07-07,197,Pipeline,40,Commit,Rugged Combo 4,Rugged Combo 4 - Business Edition,64,125089.77,125089.77,960-100007,Line-07,Active,2025-07-17,006883651308QAN,Tablet Keyboards Group,SMB,,Territory,End Customer,Local Customer,2024,Q4
NAM,GlobalCorp025 Industries,2026-Q4,2023-11-22,2026-10-23,340,Closed Won,1,Closed,MX Master 3S,MX Master 3S - Business Edition,195,189337.15,189337.15,960-100005,Line-05,Active,2025-03-22,006767117370QAN,VC Services Group,Global,Strategic,Territory,End Customer,Global Strategic Customer,2026,Q4
EAD,LocalBiz054 Solutions,2026-Q2,2023-03-06,2026-09-12,100,Commit,16,Commit,Zone Wireless Plus,Zone Wireless Plus - Business Edition,35,89112.32,89112.32,960-100006,Line-06,Active,2025-09-16,006174798069QAN,VC Headsets Group,SMB,,Territory,End Customer,Local Customer,2026,Q2
GEM,LocalBiz022 Solutions,2027-Q2,2023-11-10,2027-03-10,34,Closed Won,1,Closed,Rally Bar,Rally Bar - Business Edition,191,531420.32,531420.32,960-100000,Line-00,Active,2025-06-24,006518792337QAN,Video Collaboration Group,SMB,Territory,Named,End Customer,Local Customer,2027,Q2
NAM,GlobalCorp006 Industries,2026-Q3,2023-12-03,2026-08-11,75,Closed Won,1,Closed,Slim Folio Pro,Slim Folio Pro - Business Edition,127,51290.37,51290.37,960-100009,Line-09,LTS,2025-03-26,006461874095QAN,Headsets Group,Global,Strategic,Named,End Customer,Global Strategic Customer,2026,Q3
EAD,LocalBiz025 Solutions,2027-Q1,2023-08-24,2028-06-27,196,Commit,44,Upside,Zone Wireless Plus,Zone Wireless Plus - Business Edition,137,405569.48,405569.48,960-100006,Line-06,Active,2025-08-07,006999676160QAN,VC Headsets Group,SMB,,Named,End Customer,Local Customer,2027,Q1
GEM,LocalBiz051 Solutions,2027-Q2,2023-04-05,2027-11-11,187,Closed Won,1,Closed,Slim Folio Pro,Slim Folio Pro - Business Edition,117,225381.74,225381.74,960-100009,Line-09,Active,2025-03-16,006438052484QAN,Headsets Group,SMB,,Territory,End Customer,Local Customer,2027,Q2
NAM,LocalBiz067 Solutions,2025-Q1,2023-02-15,2025-01-24,79,Commit,79,Upside,BRIO 4K Webcam,BRIO 4K Webcam - Business Edition,151,280169.2,280169.2,960-100003,Line-03,Active,2025-04-23,006188301319QAN,Tablet Keyboards Education Group,Enterprise,,Named,End Customer,Local Customer,2025,Q1
NAM,GlobalCorp003 Industries,2026-Q3,2023-12-14,2026-08-20,377,Closed Won,1,Closed,Rally Bar,Rally Bar - Business Edition,13,38071.12,38071.12,960-100000,Line-00,Active,2025-02-22,006657979100QAN,Video Collaboration Group,Global,Strategic,Named,End Customer,Global Strategic Customer,2026,Q3
NAM,LocalBiz002 Solutions,2026-Q3,2023-09-24,2026-08-27,94,Closed Won,1,Closed,MX Master 3S,MX Master 3S - Business Edition,130,34635.12,34635.12,960-100005,Line-05,Active,2025-05-21,006390440213QAN,VC Services Group,SMB,Named,Named,End Customer,Local Customer,2026,Q3
